comment
bro avarae deparesson la irukaaru neega vere😅
Only Soldiers are Sigma but not the Captain
🗿
"Ama pinna urula Iruku ellarum 
Avan content ku iva pidichu adicha enna pandra thu"
Onnu illa advocate issue la erundhu diversion 😂
GenZ ah bro
Sonamuththa... Pocha...😂
Aiiiiiiiiiiiyooooo keka mudiyalaye😢😢😢😅
😮😮😮😮
Happy for you pc doc❤
"Idhellam nyama bro 1000 la, subscribers lakh la poitu irukku 1000 thana epdi bro"
Nah bruh she is mid!
Eni ethavathu case aachina akka ve pathupanga la
Avalothana pochu inimee ithum couple vlog channel as😢
Tharun mamaaa
Her voice was amazing
How ragebite soldiers . Use this formula 😅
Iyooo am so happy for you bhaii🥹🥹 so cute
Congratulation bro
CA pannitu advocate aga poravagala Ippa tha pakuraa😂😂😂 all the best.
Dei Ennada pannitu irukka Nallaa manipulation panni tu irukkada
Indtha conravey kaathal kathayaa ipaa yaraaa ketaaa hyee loosaaa
Nalla distraction pantingaley
adutha shakti shree gopalan
Vaazhthukal Vaazhthukal
21:33 EANNA VUDANGA DA NA PORAAAN
Part 2 broo
"Bro, may your married life be as smooth as your PC Builds"
"Yaru ivan help panrannn😂😂😂.. 

Yenda sontha aalag vachumada manipulation panuvaa🤦‍♂️😅.. un character pathi than oorukae theriumae.. omala selfish thayoliiii 🤮...

Ithu nee solikuduthu she is telling ah.. or ilaa un aalae poi solralaaa.. apdina ulagam thangathudaa deii... Saguninga family ah maruna Yepdi Irukumo apdi aagidum🤮🤮😅😅"
intha oru video kaga ivlo naal reveal pana vachiruntha pola bro 🤣 0:35
I proud of Nandha for his work and life balance. Lot's of people learn from this
Intha video cutea irruku bro.. and congrats bro.❤🎉
You just manipulating as...........replay video poduu thambi
Part 2 venum frrrr🕺
Congratulations bro🫂
Manipulation at its peak.
"reply to advocate, mr a2d enum manipulation king"
இது potato தங்கைச்சிடா
Welcome to Girlfriend Unboxing video!!!🙏🏻😂🕺🏻
Nasama po
Venkat mind voice be like : imbutu soru thinga ennalam panna vaendiyatha irukku
Congrats bro 🎉🎉🎉
Muthukumar
Brow same feeling social media love not interested
Next Indha thevidya vechu dhaan full time video potu kaasu sambarika poriya
"இந்திரபாவதாரணி ரமேஷ்ராம் ❎

இந்திரபாவதாரணி நந்தா ✅
              😅😂😂"
Evalo periya paeru 😅😂😂
"Vadakku doli ❎ 
Therkku doli ✅
    😅😂😂"
Waste of time 👍🏻
Felt so good watching the videooo nandhaaa brooo❤❤❤❤
வாழ்த்துகள் தம்பி நல்லருங்க
Enna naa 😢ithu 😢
"Reveal பண்ண விதம் எனக்கு பிடிக்கல BRO. எதோ Car, Bike reveal பண்ற மாதிரி. உங்கள இப்படி reveal பண்ணுனா புடிக்குமா ப்ரோ. Or உங்க பொண்ண இப்படி reveal பண்ணுனா ஓகேவா ப்ரோ. What ப்ரோ... அவங்க பொருள் இல்ல ப்ரோ... உங்களுக்கு ஒரு பொண்ணு இருந்தா என்னோட பீலிங் புரியும்..

Movie ல வர ஹீரோ ஹீரோயின் indro மாதிரி கலக்கலா எடுத்து இருக்க வேணாமா... ?"
Happy for you bro
Anne neeyuma 🤧
Diversion successful
Reply video about @advocate vignesh muthu kumar
Kadasi varaikum prompt sollavea illa 😢😅
Naaney love panna maari irukku vroo🌛✨
My stomach is burning broo.. all the best 🫡🫡😉
Give food for 1000 homeless people or orphanage its is way good 🙌
10:32 😂
bro adhu a2d oda aalu paathu
He's a scrpio
Part 2 podunga
Unsubscribe
Dei tharun mama paya lae🤣🤣
Missing Ganesh bro
Ada namma oru ponnu rameswaram ramnad semai
Lawyer 🌝👍🏻
Part 2 ❤
Seriously you two guys cute 🥹🥹🥹🤌🤌❤️‍🩹❤️‍🩹
"FOR Some dumbs  who asking part 2 
 hey you,he is using Attraction to distraction you dumb  tuff 🥀✌😭"
"nanda maduri frnd iruntha podhum, life will feel so easy and relaxed and antha maduri oru frnd kuda pesunalae oru maduri satisfied ah irukkum. i have a friend like that. hi might not be extremely successfull in his career but the knowledge and stuff he possess is mindblowing. whenever i speak to him he sound like 80% of nanda. so i can connect what she is saying.,"
broooooo singleee aaaa pooogaaa vandiii thanaaa broooo. Ungalaaaa naaa inspiration aaaa vaichuuuu marriage aaaa vandaaa nuuu irrunthanaaaaaa. 🥲Kannuuu laaaa kalanguuuthuuuu brooooo. Eeethuuuu laaaa nalaaaa illlaaaaa brooooooo 🥲🥲🥲.....
5:57 Attack on Titan refrence ❤
We miss og pc doc😢
bro unglukkulla age difference!?
❤❤🎉
Congratulations 🎉🎉🎉
2k kid vs 90s kid😂
Anni cute❤
13 years
@basikaran-r5f  13 years  gap uh🙄 bro appo nandha kk evlo age !
என்க்கு வெறுப்பா ஆகுது அட்வகேட் விடியோ கேட்டால் கண்டிதா போடுற next அட்வாட் reply போடு ✅
ohh ithuthaan gym pona life change aaagum nu soldraangloooo!
"Congratulations bro🎉🎉
Kalyanam video seekaram podunga"
Bro vadakku dolikku kannukku kilaa karuppu adaiyalaam irukku bro 😮
Congrats bro 🎉❤
Bro planning to open a couple channel
Bro Nan avavaa love panran😊
"Enakku ennamoo.... indha video pinnadi edhoo marmam irukoonu thonodhu🫣🫣🫣, regarding vignesh broo....."
Where ganesha
Elarukum video potu adi adinu adichita iruntha ne ipo ne adi vangura nelama vanthu iruku nu nenaikum pothu manasuku santhosama iruku
Part 2 seekaramaa podunga broooooooo🥳
Venkat bro -> mapla en ex uh nga 😂 10:31
Part 2 soon......❤❤
Vekka paduraru pa 🤭
Unsubscribe ing 😭🤬 bro not relatable
"Bro eppadi how to become a CA video potta mathiri✅
How to become a successful engineer video podunga bro 🙏"
Congratulations Both❤
Reply
"PC Doc to tharun : nalla Vala pa nee athuvum pannala😂
          "" Eat five star do nothing """
Love is good and great until you get married. The Regret part will be much scary
Super manipulation bro advocate video enga
Next PewDiePie
Nontha bro : Appada...Take diversion for advocate reply video🥱
"Congratulations broo, feels personal victory!"
A2d ❌ gay2d ✅ 🤡 advocate video ku reply pandraa funda🐸
வாழ்த்துக்கள் 💐💐💐❤❤❤
Tharun tha main yeee
"Best manipulation, keep it up bro."
Who all are forgot Advocate Video...
Lawyer ku reply panraa
Why are you gay?😂
"Bro, Ai patthi naraya sollirkeenga then recent jp gandhi , gopinath sir kooda la oru discussion pathan ,then semiconductor industrie specifically (VLSI) patthi video podungaa"
Rnd king 🤡🤡Manipulate king ✅
Congratulations bro 🎉
Annaea neeyuma 😊😂 anyways congratulations neaaa 😊
Tharun Gym Mama.
"Mrkk fans
👇🏼"
Y wt happened?
"​ @Mateo-z8s1n 
Go and see the reply vidio of advocate vignesh mutthu"
Ask brother for a game pc day 16
Unode ennam pola S**thu maari amaya vaalthukal😂
"He is a topic changer, no one forgot that topic . Topic changer 🎓no reply for subscribers trust."
❤😊 congratulations 🥳 bro
Nandha Anna... Advocate video ku reply podunga
"Thala simbu fan aache
Summava❤"
"Really happy for you both ❤❤❤
PC la arambuchi eppo avanga future wife varikum review pantinga PC Doc ❤️‍🔥👏"
Ok bro unsubscribe panura ungala bye bye
Sari paathachu la ellarum kalambunga poi valaiya paarunga soldiers 😂😊
Why am I smiling 🌚
Replay video podu bro 🙄🙄
Part. 2
"Paavam tha tharum bro, mamam nu solladhunga da 😂😂"
All Soldiers ... Naleikye gym la admission potirunga... 😅😅
Ivanu aramichittaan ... hide paniye vachirundhurukalam
I have a laptop it's dead please help me in service center asking 30k
""" Dei macha mudlada ; Hey poi soldra "" Hits Different 😅"
all the best wishes nandha bro
Ithanaalthan nee vadakunanbarnu soldriaa brooo😂😂😂😂
They are married 😂❤🎉
🤣
Congrats both of you♥️✨
bro marriage ku return gift aah rtx 5060 laptop bro
Advocate ku reply vedio podu pa r n d king😂😂
Spo tharun kumar naala dhann neenga sendhinga🤣🤣🤣
isnt this a damage control video ? idhu  theriyama ellam wholesome aw comment pannitu irukeenga
vaalthukkal
Valthukkal
Wholesome ❤
Tharun mama 😂
Bro vinay vines new video va paarunga pls i hope u do beacuse im not exaggerating but i have lost some trust in u but i hope u see that video and rectify it so that we can keep on believing u and support u through out everything. Iask this as a fellow soldier 🙏🙏🙏🙏🙏🙏🙏
Finally bro nice ❤ valthukal
Anna na nenacha mari ungathu mature love
Negative name spread agudhu nu therinji maja va manipulate pannathuku indha content ah vittiye bro maja dhan nee😂
bro airtel college scholorshippathi podu bro please
"A2D choosing content be like :
1k comments about advocate reply video - ❌
10 comments about girlfriend - ✅
😂😂😂"
Advocate matter pathi sollu da body soda
Reply video kude da manipulator..
Solders kaliyan viruthu
congrats broo
10:06 Met correct than bro
Happy for you bro ❤
adha stock market challenge 3 months adichu innum video varala
Boss appo 3sha voda valka😢
brooo do some stock market content romba nal adichu
Ai name nd prompt?
Un moonikuku ivala chaik 😢 😭😭
0:35 we got venkat sotta revealed before vadaku doli reveal before gta 6
AI Getting dangerous guys👺
antha ponnu ai thana
"Bro roadல ஒரு சில இடத்துல ஆட்கள் தேவை என்று இருக்கு அதுல 10,000 to 20,000 சம்பளம் இருக்கு அது என்ன வேலை சொல்லுங்க bro"
cheieyana poi kaaran a2d 😂 avan sonnadu ellam cross check pani paruenga nariya vishyam misleading aa irukum 😂
Mara love story bro ungada❤
Vignesh muthukumar ku reply podama GF revealing panni thappichi oda paakuriya body soda 😂
bro got a gf before gta6😭😭
Pookie a2d 😹🩷
athu sotta illa bro Suzhi
Hi Bro please speak about the PS5 game. Which is built by Tamil guys game name Son of Thanjai
Bro ice cream vangi koduthathe unhala usar pannathan
Bro i came to india im in vadapalani 😵‍💫📈 damn fkn hot
"tharun belike: Gym pora unaku amayudhu, gym nadathura enaku amaiyala"
happy for you bro
Where is the reply video
CONGRATS BROTHER
"Advocate un face uh revel panitu poitan, ne inum manipulation panitu iruka"
Congratulations bro 😊😊😊🥰🥰🥰
Directed by tharun
Thalaivare living la irrukiya ni🎉🎉
1:16 😂
Iraaaa inikee gym join pandren
Congratulation 💐💐
Gym ku poitu kindrr joy feror rocher 🤣ryt ra
A2d ungalukku 35 plus varuma
13:41 idhukellam karanam yaru teryuma👺
Dai.  Mamaa..neeyaaa ithuuuu
Soldiers Soldiers nu sollitu irundha a2d ku aal irukku. A2D A2D nu solra engalamaadhiri soldiers ku aal illa😢
Bro anga advocate vignesh video poraru nee manipulationla pombala video potu thesai thirupara
Happy for you da 🪖
Superrrr brooooo🎉
🎉வாழ்த்துக்கள்🎉 தம்பி
Kanda Kanda nayaka girlfriend😂😂😂
"advocate Vignesh reply video ku unnoda answer enna?
fraud kara paya a2d"
Hey foools ava manipulate pannitan da😂😂😂
0:42 Yovv venkat uhh nee nandha kalyanam pannikitta en vaazhka enna aaguradhu 🙂
Congratulations bro
Namakkum onnum maadda maaddankuthu 😭😅😂❤
58k alreadyyyyyy part 2
Indha moonji ka da ivlo build up kudutha ithana naal
NANDA UNCLE 😂♥
Me getting old 😢
18:43  Broo💎 I this im always need this😭
fixed mindset video potu bro please 🥺
Thala son of thanjaii game review and making pathi oru video podu
❤❤❤❤❤❤
Happy life to Both
Because we are soldiers 😂
Those who know tharun is a reason behind this video
"It's so Happy to see ""people being happy in a relationship"" 
Reminder: love should be happy it's the exact feeel it's so happy to see you guys 🧿
Stay blessed ! stay healthy ! Stay happy ! 
Cheers 🥂"
Intha punaiyum paal kudikuma nu ippo than therinchikitta
Kerala soldiers 🪖 Kku saappadu irkka😝❤
Couple channel is loading 🔥💥💥
Advocate reply video podama ipdi potu divert panriya bro 😅 makkal mind matha
Thalivan epdi case la sikeruvan athunala lawyer padika vaika poraru polaaa 😅
Part -2
Avlotha 1 day kula 50k aachu adutha video podunga paa pala per waiting
Ipo un girl friend yarum kekala thaliya
Avanga aala paakureenga ivanga aala paakureenga onga aala eppo paaka poreenga !!!!!!
Part 2 soon❤
டேய் காசி நீயுமா😮😊
Part 2 ❤❤❤
idhu ku la yaru karanam namma tharun bro tha 🙂
Thappu pannitiye pa thambi!
Easy ah advocate visayathula irunthu manipulate panriye bro🌚
"Bro We are all happy 😊😊❤ 
Nantha bro marriage eppo nu sollunga"
😂😂😂 avan vaaya thorakamaatan
Sid Frequency Also He Should Reply
Indeed
💯
Bro date u
❤❤❤🎉🎉
Bro marriage invitation send pannunga
Diversion and manipulation is at its peak
KADHAIYE IPAH DHAN AARAMBIKUDHU ... VAALTHUKAL 🎉🎉
one wish willow pathi pesunga bro yanga patalum one wish willow one wish willow nu solitu erukanga bro athu apti yanadan panu yapudinu theliva sollunga bro..🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯
Cute da ❤dei
"Congratulation stay happy always 
 futherla ungaluku sanda varamairunthaa intha video vai play  panni parunga ❤❤ vadakku doli turned nantha doli 😂"
Reply video podu 😂
Men in love
"Appo anni tharunuku sonathama , en ella ipdiyae thiruduringa ungaluku la ipdi aduthava aala aatiya potu marriage pananumna , una nambi thaana avna gym ku kootitutu pona , ipo avanu aala ni kootitu odi vanta"
Ayya tharun nee epo enga valkaila vandhu velicham tharapora😢😅
Ithuku avlo scene illaya ithaya blur panna😂😂
Couple vlogs ✨️ new channel open pannungaa broo ❤A2d
Now ennana ithu 😢
Part 2 pls na🙏😊
"lawyer reply enga bro
nalla track ah mathita"
annovu naa chinna payaaa... study content poodungaa..
Pombala sokku kekuthada pombala sokku 😂😂
Part 2 soon
"Bro book ethana suggest pannunga bro padika, atomic habits mathiri ethana oru book pls bro"
Enaku en daa aluga varuthu 4:17 🥹
"We had actually met before at a wedding function in Maharaja Marriage Hall, Pollachi. I saw your girlfriend there, but only now did I realize that it was her."""
"Bro... Yenna bro love yella pandrenga😑😑. .................


Unsubscribe....... Ding"
Happy ☺️ as a Soldier
Maple ennoda x nuga 😂😂😂 gay
"Yaarum illa 
Thedavum illa 
Onnummea illa 😂"
Girl under 18+😂😂😂😂
What happen to ganesha
Congratulations both of u ..
"Feel good video,  🎊 congratulations bro"
Bro venkat actor illaiyaa appo chennai 28 la beach la cut adichittu cricket aadurathu ivaru illaiya
Dai vekka paduran da
Bro is diverting us with the help of female
Fraudu paya
A2d again manipulating and escaping with the help of a female
Dei yarru da nee msg panadha da potta
Let A2D live great life forget about Muthu Kumar
Couple video part 2 soon 🎉😅
Happy to see you like this guys ✨
You manipulating again by posting this video now everyone will forget post reply video for advocate
A2d on pookie mode🙌🏻
Apa tharun tha mama vaaah
Ohoo Pc delivery late aanadhu idha kaaranam ah 😂😅 ?
Nanda blushing 😂😂
Anyways congratulations bro  🎉💐
All the best 🎉❤
Congratulations bro.  Have hqppy life👍🤞
அப்போ சீக்கிரம் கல்யாணம் ஆக போது போலாம் நான் கூட இந்த பெண் பார்த்து Ai பொண்ணு இருக்குமோ நெனைச்சிட்டான் bro அப்போ Ai இல்ல அப்பெடித்தானா சக்கர பொங்கல் கூட Black tea mix ஆன மாறி இருக்கு just for FUN bro ok 🥰👍👌
வடக்கி தோழி கேள்வி பட்டன் வடிக்கி Gay இப்போதான் பாக்குறான் Venkat Lady getup போட்டு வடக்கி ஆகிட்டா bro நந்தா 😂😂🤣🤣🤣🤣🤣🤣🤣 Just for FUN ok
Congrats man 🎉🎉
தானத்திலே சிறந்த தானம் அன்னதானம் சாப்பாடு போடுங்க நண்பா ❤
Part2
"Hi bro oru help 
Enoda phone miss aagiduchu, mail id poiduchu, Enakku password theriyala, 2 step verification irukku, same mail id kku code poguthu, same mail id back kuduthutta, please ethachum way irukka recover panna"
Bro part 2
Waiting for pcdoc_couple vlogs 🎉
Venkat ku sotta😂😂😂
"வாழ்த்துகள் வாழ்த்துகள் நந்தா நண்பா... நீடூழி வாழ வாழ்த்துகள்...
Congrats for both🎉🎉🎉"
Congrats nanba
Part 2 vadaku dolli
Part 2 ku one K like ah... bro take this dialogue en pudichavan kodi peru irukan da..
15:45 💯
"Eley Nandha, panra Ella velayum panitu ipo Content kedaikama epdi ellam content potu divert panradey.. Engineering Expert nandha- ilaai 🙂‍↔️, Manipulation Expert nandha 🙂‍↕️"
Macha yaru da iva
Unboxing of vadakudoli 😂
Congratulations Bro ❤
Morning 3am feel good❤
A2D casually hide the problem his  manipulation
Bruhh ungalaiyum anni yum adi kadi urban square la pathu irukkan na kuda vanthu pic edukalanu patha but namma thalaiva tharun tha mattanaru russian doli kuda 😂
Alamaram vizhunthathu😅
Audience he changes the track to distract the audience from the problem between a2d and lawer vignesh . He need to be true to their soldiers. But he changes the track
paiyan pidichitan 😉😉
Adei nandha bro oru kulanthai ah chocolate kuduthu correct pannirukiye bro.. Ennna naa....
Valthukkal 🎉
"Yenda fradu thaayoleeee vekkamea illama yepura video podura, unalam pethagala illa pidhukunaagala da 😂😂 yecha naayea..."
Pcdog uncle  New Channel Ready pannuga
Bro neenga innum payanthudu irukinga that's love ..that nervous 💗
Im really genuinely happy for you bro.. wishing you guys a very happy life ahead ❤️🫂
we got A2D doing couple vlogs before GTA-6
எனக்கு வருத்தம் பா....😢
Chinnraasu unakulaium enamo irunthuruku paare 🫡
Oh apo athu AI kedayatha?
Part 2 bro 👊
"Hi bro im thinking of gifting a flowchart  , study material and some roadmap to get succeed in upcoming ca intermediate September exam to someone personally i want her to achieve her milestone so if possible on request can vadakudolly help me in this ??"
part 2 part 2 part 2
50k like vanthuduchu part 2 venum thaan nandha bro kalayana soruuuu musttt🎉❤ Congrats both of you anyway
Bro been working on couple vlogs launch for couple of years! 😅
Very cute .. rendu perum paaka mothu ..ipdiye sirichitey irunga
Single pasanga sabam unna summa vidathu bro
Finally 😁
"Very very happy for you bro ! Both of you ..
Live happy ..healthy..wealthy.. life long ..
By God's grace.."
Finally 🎉
Bro knows what to make as a content when something is going against his name to divert people.
No one can understand how much happy I'm right now 🥹🫶🏻
Happy for you bro❤🎉
Part - 2 no need
Bro simply escaped from vakkeel sir problem using vadakku doli
Summa part 2 nu kettalae andha kaatu kaatuvanuga 50k nu sonna lyk pannama poiruvaangala target reached da bruhhh
Bro part 2 bro
your losing your soldiers by deleting comments about ABM Reblay video
இதுவரை நந்தா அவர்களை single என்று நினைத்தவர் சங்கம்👀
Tharun bro: Nallaru podaa
Happy marriage life bro 🫂❤️❤️
Potatoface
"I am really happy about u bro , really mature,cute couple bro ❤❤"
Dei tharun ennaku oru  membership podyu
Made for each other pa 🤩🤩🤩💯😍
Jayam ravikku apdrom neegathan 💯
Part 2 venum
Part 2 soon💥
"Bro ena bro. Vignesh bro ku reply poda sonna. Ipadi video potu distract panitu iruka. 
Is it a type of manipulation.?
Be genuine to the audience bro. Transparent ah genuine ah Iruken nu solitu ipadi yemathadhinga.

Pakura audience nama dhan safe ah irukanum yar ena sonalum nama research pani decision edunga. Don't blindly believe the influencers/content creators."
நாய் ரிப்ளை வீடியோவ திசைதிருப்ப செய்யிறான்
😂😂😂 yeah
